station_id,station_name,station_code,network_name,state_code,lat,lon,PM2.5,PM10,O3,NO2,NOx,CO
148,San Pedro,SO2,Monterrey,19.0,25.665277777778,-100.41277777778,19.18365439021097,60.399933720997716,0.023748275479517925,0.011430000286163896,0.022239556865138163,1.4801787007021685
160,CEDART,CED,Oaxaca,20.0,16.699340277778,-96.866455,108.78279493039508,35.33421662318207,0.02222799732671681,0.020080236011346102,0.029424865223847626,1.0331330618227579
161,Agua Santa,STA,Puebla,21.0,18.987583333333,-98.250388888889,19.537458972702463,40.753354837091386,0.017551695632487693,0.016625026979399906,0.04278740203616147,1.403700976037111
162,Las Ninfas,NIN,Puebla,21.0,19.041388888889,-98.214222222222,20.141114113294634,55.45623785023053,0.020585451404166632,0.016557075822499653,0.02654779331392224,1.6522291296988594
163,Benemérito Instituto Normal del Estado,BINE,Puebla,0.0,19.062722222222,-98.224527777778,19.496636954114802,39.506283296988975,0.019969950717035365,0.013422217845390133,0.020917671301573428,1.5620996470472714
220,Palacio de Gobierno,PGO,Tlaxcala,29.0,19.317583333333,-98.237305555556,98.52090104317591,263.4097724578697,0.4975092262679618,0.4054314195127424,0.6148355827797597,1.2130457686287095
234,Tecnológico,TEC,Minatitlán,30.0,18.005675,-94.555336111111,68.64146767547864,86.46426775435279,0.027533669593656506,0.009038398627341678,0.029698739572188854,0.6523440765663959
241,Ajusco,AJU,Valle de México,9.0,19.154286111111,-99.162777777778,17.245488215398456,,0.03522410496836334,,,
242,Ajusco Medio,AJM,Valle de México,9.0,19.272222222222,-99.207777777778,19.146231914882694,33.01660226698703,0.040518265360311105,0.017306286144529594,0.021331274989794428,0.5719110284449169
244,Camarones,CAM,Valle de México,9.0,19.468611111111,-99.17,25.210219154371366,46.89328872363502,0.025680655731216633,0.0313975991873353,0.05043100541031214,0.8002505278114683
245,Centro de Ciencias de la Atmósfera,CCA,Valle de México,9.0,19.326388888889,-99.176111111111,18.310294872408576,,0.033373815756547305,0.022713362807332077,0.030768357682474334,0.6265002364817772
251,Hospital General de México,HGM,Valle de México,9.0,19.411666666667,-99.152222222222,25.18416177839495,44.06229591354375,0.03011590533746359,0.030748555302356186,0.042671511479237645,0.8236843307444393
256,Merced,MER,Valle de México,9.0,19.424722222222,-99.119722222222,25.125080527038136,51.32478429057019,0.02596053824217198,0.03405979660704378,0.054110678045872815,1.0085928995767914
258,Nezahualcóyotl,NEZ,Valle de México,15.0,19.393888888889,-99.028333333333,23.29118834674824,,0.02919175170059796,0.024730917540941526,0.03518754612789477,0.7531709615568642
260,San Agustín,SAG,Valle de México,15.0,19.533055555556,-99.030555555556,22.99341641284127,51.54833380015306,0.02641243528615845,0.02322992382456058,0.03724397158114773,0.6961423662952353
262,Santa Fe,SFE,Valle de México,9.0,19.3575,-99.263055555556,18.925939734358824,34.23467487875826,0.03349041571300209,0.021477457695671383,0.028147612578531565,0.5222814202607862
263,Miguel Hidalgo,MGH,Valle de México,9.0,19.404,-99.202722222222,22.805507507166535,36.666455289155465,0.02952714238010429,0.027615005331728636,0.0486286293380571,0.7233229720703519
266,Tlalnepantla,TLA,Valle de México,15.0,19.529166666667,-99.204722222222,24.75864845825382,50.541585587881684,0.025644494854218138,0.03132606792307052,0.05198274132533681,0.850845268246751
268,UAM Iztapalapa,UIZ,Valle de México,9.0,19.360833333333,-99.073888888889,23.881846466712176,44.854860975757724,0.029358778118623544,0.027527072257701398,0.040120594406647274,0.7210671776772017
269,UAM Xochimilco,UAX,Valle de México,9.0,19.304444444444,-99.103888888889,20.342472203680806,,0.03187724403586637,0.022638726422166057,0.029745055389343644,0.7069970298101238
271,Xalostoc,XAL,Valle de México,15.0,19.526111111111,-99.0825,30.35001566252797,73.44962410586588,0.026082105936173477,0.03110367362855299,0.0621952032522092,1.0029758951874166
291,Universidad Veracruzana,PR-03,Poza Rica,0.0,20.508972222222,-97.446986111111,197.9561584661883,223.91116222804325,0.024573744813691303,0.010855781023681996,0.019052867921358334,0.6112339323878689
292,Tulancingo,TLN,Tulancingo,13.0,20.08525,-98.366638888889,13.215772190488831,26.15801641133331,0.02635764265453614,0.011305719648811602,0.017112095677131248,0.8826878144208926
293,Protección Civil,PC,Guerrero,0.0,16.850330555556,-99.903738888889,20.920130402332443,0.6924569457170682,0.02049353707068636,0.0018126496571436587,0.007032323425342366,0.05933883405482749
297,Casa Hogar,CHO,Oaxaca,20.0,17.094666666667,-96.752166666667,13.36848759498272,47.164829725381765,0.016988357750852497,0.009326482099760277,0.01832196780889294,0.4827986056691549
301,Instituto Nacional de Investigaciones Nucleares,INN,Valle de México,15.0,19.292222222222,-99.380555555556,13.735210106646923,21.63484594118312,0.037806311096940666,,,0.26116529911989167
302,Gustavo A. Madero,GAM,Valle de México,9.0,19.482777777778,-99.094722222222,24.328658432596537,44.53927761348439,0.032418746095262276,0.02295078947727859,,
304,Finanzas,FIN,Saltillo,5.0,25.421472222222,-100.99686111111,104.18882580251703,121.85169303484237,0.02626086338521999,0.017133489005197528,0.02550812810584955,0.6138218995940004
305,Jurisdicción Sanitaria,JUR,Monclova,5.0,26.908194444444,-101.427,283.7809493137341,229.95794855013935,0.032519355175552815,0.007303264076673372,0.009502182317359945,0.28690878754220306
306,Centro de Rehabilitación DIF,DIF,Piedras Negras,5.0,28.707666666667,-100.5265,235.01503191594398,244.14042338221688,0.02210807441887748,0.00585129500548903,0.00916834688952954,0.33962470373287545
352,Presidencia Municipal,PRE-SMA,San Miguel de Allende,0.0,20.903777777778,-100.71325,12.040347044528367,,,,,
356,Presidencia Municipal,ABA,Abasolo,0.0,20.425277777778,-101.19805555556,12.909154302006938,,,,,
358,Presidencia Municipal,SLP,San Luis de la Paz,0.0,21.295861111111,-100.52330555556,10.340723295576947,,,,,
359,Universidad Gto Sede Belen,UG-B,Guanajuato,0.0,21.017583333333,-101.25736111111,11.253980165948997,,,,,
388,Palacio Municipal,ECH,Morelia,0.0,19.701388888889,-101.195,22.59626925556414,,0.03149538332077873,0.013333107768927781,0.015364739981411937,0.4065188273112023
424,Cadereyta,SE3,Monterrey,19.0,25.600555555556,-99.994166666667,19.48971351768812,56.792902734961565,0.023543197152709257,0.008840671630971908,0.01721782636773861,1.0480691705414455
425,Universidad,N2,Monterrey,0.0,25.73,-100.30972222222,20.29214292330543,62.4648908873402,0.022207278941090196,0.014093669820860398,0.026820117878011154,1.4401026347588193
426,Pueblo Serena,SUR,Monterrey,19.0,25.575277777778,-100.24916666667,11.60450137911903,42.053163347407605,0.030510920696532995,0.009986726449168879,0.0073681636570736364,0.8829748104483951
